age,country,event_count,friend_count,gender,id,image,playcount,playlists,recent_artist1,recent_artist2,recent_artist3,recent_artist4,recent_artist5,recent_date1,recent_date2,recent_date3,recent_date4,recent_date5,recent_track1,recent_track2,recent_track3,recent_track4,recent_track5,registered,subscriber,tag1,tag2,tag3,tag4,tag5,top_artist1,top_artist2,top_artist3,top_artist4,top_artist5,top_count1,top_count2,top_count3,top_count4,top_count5
None,None,0,0,None,11637949,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1217914934,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,8048119,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1192618095,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,9643115,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1204401971,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,14343339,False,1,0,Aesop Rock,None,None,None,None,1229568259,None,None,None,None,Daylight,None,None,None,None,1229567567,0,Hip-Hop,None,None,None,None,Aesop Rock,None,None,None,None,1,None,None,None,None
60.0,DE,0,1,None,20869221,True,18,2,Karunesh,Kitaro,Era,Lesi?m,Mars Lasar,1252644549,1252644148,1252643963,1252643669,1252643612,A Journey To India,Agreement,Divano,Vanitas,Eastern Dawn,1251079630,0,new age,classic rock,classic rock,new age,new age,Lesi?m,The Rolling Stones,Wings,Kitaro,Secret Garden,2,1,1,1,1
None,None,0,0,None,24158101,False,8,0,Aventura,Wisin & Yandel,Wisin & Yandel,Wisin & Yandel,Wisin & Yandel,1261765588,1259551446,1259551150,1259550481,1259549933,Su Veneno,Imaginate,Gracias A Ti,Tu Vives En Mi,Yo Lo Se,1259545693,0,Reggaeton,bachata,None,None,None,Wisin & Yandel,Aventura,None,None,None,7,1,None,None,None
None,None,0,0,None,15196720,False,17,0,Fall Out Boy,Fall Out Boy,Linkin Park,Linkin Park,Speedsound,1232818112,1232817875,1232817496,1232817259,1232816785,Thnks fr th Mmrs,Thnks fr th Mmrs,Numb,Numb,MPA - Anything To Say,1232552367,0,pop punk,rock,electronic,trance,pop,Fall Out Boy,Linkin Park,Depeche Mode,Speedsound,Supernova,9,3,2,2,1
None,None,0,0,None,17223777,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1237834590,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
31.0,US,0,0,f,8291867,True,389,2,Imogen Heap,Regina Spektor,Mika,Justin Timberlake,Timbaland,1195940293,1195939834,1195939639,1195870165,1195869794,Rake It In,Ne me quitte pas,Kroetensee,Justin Timberlake - My Eyes Adore You,The Way I Are,1194553301,0,soul,jazz,jazz,singer-songwriter,Soundtrack,Corinne Bailey Rae,Diana Krall,Norah Jones,Jason Mraz,Howl's Moving Castle,28,27,17,15,15
None,None,0,0,None,25592392,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1262581606,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,,2583477,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1121964842,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,27450862,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1267306349,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,22637120,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1257998496,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,22893926,False,2,0,Black Stone Cherry,Red Hot Chili Peppers,None,None,None,1258483562,1258482987,None,None,None,Lonely Train,Otherside,None,None,None,1258482542,0,rock,hard rock,None,None,None,Red Hot Chili Peppers,Black Stone Cherry,None,None,None,1,1,None,None,None
None,None,0,0,None,6356537,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1178312458,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
22.0,None,0,0,None,14362776,True,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1229672280,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,18261070,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1241021438,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,f,28538114,True,690,0,Jay-Z,Akon,Free Style,Rahsaan Patterson,Alicia Keys,1361694445,1288535799,1288535516,1288535243,1288535054,Empire State Of Mind,Lonely,Y (Please Tell Me Why),I Always Find Myself,If I Was Your Woman/Walk on By,1270378659,0,rnb,rnb,rnb,rnb,rnb,Jay Sean,Mario Winans,Usher,Ray J,Tamia,32,20,18,18,17
None,None,0,0,None,10149308,True,41,1,The Who,Electric Light Orchestra,Led Zeppelin,Curtis Mayfield,Pink Floyd,1209297161,1209296941,1209296644,1209296110,1209295861,Baba O'Riley,Livin' Thing,Black Dog,Move On Up,Don't Leave Me Now,1207918929,0,classic rock,classic rock,classic rock,classic rock,Progressive rock,Led Zeppelin,Lynyrd Skynyrd,John Lennon,The Who,Pink Floyd,2,2,2,2,1
None,None,0,0,,5642942,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1171181799,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,16460980,False,47,0,Wolf Parade,Department of Eagles,Gang Gang Dance,Department of Eagles,Animal Collective,1236041099,1236040838,1236040620,1236040500,1236040087,Grounds for Divorce,The Horse You Ride,God's Money V,Origin Of Love,Fireworks,1235881697,0,indie,indie,indie,indie rock,indie rock,Max?mo Park,The Rakes,The Futureheads,The Cinematics,Arctic Monkeys,6,4,3,3,3
None,None,0,0,None,11900966,False,1994,0,O-Shen,Country Comfort,Kalama's Quartet,Gustav Mahler,Igor Stravinsky,1291391289,1291391032,1291390834,1287157014,1287156923,Siasi,Waimanalo Blues,Lei E,4. Sehr langsam. Misterioso,Variation de l'oiseau de feu,1219242019,0,Classical,Classical,Classical,Classical,Classical,Ludwig van Beethoven,Franz Joseph Haydn,Johann Sebastian Bach,Anton?n Dvo??k,Johannes Brahms,55,45,39,36,35
None,None,0,0,None,5585289,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1170533820,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,US,0,0,m,26279756,False,10844,0,Penn State Blue Band,Enrique Iglesias,Olly Murs,Usher,JLS,1301064470,1297874175,1297873968,1297873699,1297873300,Lion Fanfare And Downfield,I Like It,This One's for the Girls,U Remind Me,The Club Is Alive,1264276264,0,jazz,jazz,jazz,jazz,jazz,Frank Sinatra,Dean Martin,Sammy Davis Jr.,Tony Bennett,Nat King Cole,134,118,117,114,113
None,None,0,0,None,11538271,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1217449850,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,26788843,False,1,0,Radiohead,None,None,None,None,1274815116,None,None,None,None,Videotape,None,None,None,None,1265579382,0,alternative,None,None,None,None,Radiohead,None,None,None,None,1,None,None,None,None
22.0,CA,0,13,f,2876586,True,14213,0,Tegan and Sara,Tegan and Sara,Tegan and Sara,Tegan and Sara,Tegan and Sara,1378937730,1378937471,1378937261,1378937052,1378936837,Soil Soil,I Couldn't Be Your Friend,The Con,Closer,I Bet It Stung,1130623135,0,punk rock,emo,rock,emo,alternative rock,blink-182,The Used,My Chemical Romance,Dashboard Confessional,Breaking Benjamin,1222,744,717,286,276
None,None,0,0,None,26861030,False,3,0,Obie Trice,Stat Quo,Eminem,None,None,1295563595,1295563347,1295563094,None,None,Snitch,By My Side,Mockingbird,None,None,1265768514,0,rap,rap,rap,None,None,Eminem,Obie Trice,Stat Quo,None,None,1,1,1,None,None
None,None,0,0,None,17948469,False,36,0,Macaco,Orishas,Manu Chao,Los Fabulosos Cadillacs,Sergent Garcia,1240450962,1240450692,1240450547,1240194939,1240194703,Zona de Jaleo,El Kilo,Minha Galera,El Genio Del Dub,Adelita,1240062029,0,reggae,soul,rnb,soul,rnb,Manu Chao,Stevie Wonder,Tweet,Marvin Gaye,Mary J. Blige,2,1,1,1,1
None,None,0,0,None,22778490,False,14,0,Scars on Broadway,Scars on Broadway,Disturbed,System of a Down,Scars on Broadway,1258508132,1258508105,1258508092,1258508025,1258507663,Cute Machines,Universe,Land of Confusion,Toxicity,They Say,1258460939,0,metal,metal,alternative rock,alternative metal,Nu Metal,Disturbed,System of a Down,Scars on Broadway,Serj Tankian,Slipknot,4,3,3,2,1
None,None,0,0,None,17545356,False,10,0,BWO,Madonna,Freemasons,Amber,Annie,1238775852,1238775572,1238775242,1238775015,1238774775,Chariots Of Fire (Air Bureau Chi Riots And fire Mix),Hung Up,Love On My Mind,Just Like That (Sweet Rains Radio Edit),Helpless Fool For Love,1238772987,0,House,pop,dance,pop,dance,Freemasons,Madonna,Amber,Annie,September,3,1,1,1,1
None,None,0,0,,2568771,False,24,0,Lauren Wood,Lauren Wood,Lauren Wood,Lauren Wood,Lauren Wood,1137810593,1137810157,1137580936,1137580696,1137538080,Fallen,Fallen,Fallen,Fallen,Fallen,1121403235,0,soul,soul,soul,trip-hop,electronic,Lauren Wood,Lewis Taylor,Stevie Wonder,Wax Poetic,Everything But the Girl,8,3,1,1,1
None,None,0,0,,3721144,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1147181295,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,US,0,9,m,3333494,False,2222,0,Muddy Waters,Muddy Waters,Muddy Waters,Muddy Waters,Muddy Waters,1257018476,1257018290,1257018118,1257017955,1257017770,Rollin' Stone,Rollin' & Tumblin' Part One,I Can't Be Satisfied,Burying Ground Blues,Country Blues Nunber One,1140038261,0,ambient,folk,funk metal,electronic,indie rock,Boards of Canada,Nick Drake,Primus,Aphex Twin,The Strokes,295,221,214,193,92
None,None,0,0,None,4166712,False,18412,1,Ivoryline,Anchor & Braille,Mae,The Classic Crime,Acceptance,1293557065,1293556903,1293556660,1293556435,1293556231,Hearts And Minds,Calm Calm Calm Yourself,Anything,Gravedigging,Permanent,1152110942,0,pakistani,pakistani rock,ebm,alternative rock,pakistani,Aaroh,Atif Aslam,VNV Nation,Breaking Benjamin,Ali Zafar,978,707,678,531,426
None,None,0,0,None,18148142,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1240667362,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,1,None,29877253,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1274650447,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,17359205,False,5,0,Young Jeezy,The Notorious B.I.G.,Master P,Tech N9ne,Kurupt,1238209255,1238209021,1238208737,1238208493,1238208255,Word Play,Unbelievable,Make 'Em Say Ugh,Here Comes Tecca Nina,Tequilla,1238207858,0,rap,rap,rap,rap,Hip-Hop,Master P,Tech N9ne,Kurupt,Young Jeezy,The Notorious B.I.G.,1,1,1,1,1
None,None,0,0,None,12149467,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1220316456,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,10853152,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1213309295,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,19982973,False,29,0,Buzzcocks,Dee Dee Ramone,The Clash,Sex Pistols,Dead Kennedys,1247493322,1247493166,1247492930,1247492684,1247492521,Promises,I Wanna Be Sedated,Jimmy Jazz,My Way,Too Drunk to Fuck,1247485985,0,punk,punk,punk,punk,punk,Sex Pistols,Dead Kennedys,The Clash,Buzzcocks,Dee Dee Ramone,3,2,2,2,2
None,None,0,0,None,22686324,False,23,0,O. S. Thyagarajan,S. Sowmya,Ganesh & Kumaresh,Sowmya,Prasant Radhakrishnan,1359282720,1359282549,1359281983,1359281406,1359280982,Kadaikkan,Viduthalai,Sadamadindaladu (Thyagaraja) - Raga Gambeeravani Adi tala (8 beats),Vinayaka Ninnu Vina,Raga Mukhari,1258194232,0,carnatic,carnatic,indian classical,under 2000 listeners,carnatic,Ganesh & Kumaresh,O. S. Thyagarajan,Hariprasad Chaurasia,Shashank,Dr. N. Ramani,7,2,1,1,1
None,None,0,0,None,13071209,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1224191891,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
26.0,BR,0,0,f,28240781,True,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1269522627,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,16758854,False,1446,2,Blue October,Blue October,Blue October,Blue October,Blue October,1280493949,1280493683,1280493437,1280493056,1280492812,X Amount of Words,Overweight,Let It Go,Hate Me,What If We Could,1236627254,0,alternative,rock,rock,rock,Hip-Hop,Blue October,Maroon 5,Counting Crows,Rage Against the Machine,Beastie Boys,421,134,123,101,88
None,None,0,0,None,18754257,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1242754467,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,12634225,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1222379676,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
20.0,LV,1,26,m,28637749,True,18037,0,Lou Reed,None,None,None,None,None,None,None,None,None,The Gun,None,None,None,None,1270659246,0,indie,electronic,indie,indie,female vocalists,The National,Future Islands,CocoRosie,The xx,Alina Orlova,1005,558,447,434,348
None,None,0,1,None,13193998,False,837,0,Kim Walker,Hillsong,Chris Quilala,Reuben Morgan,Hillsong United,1296317382,1296317134,1296316732,1296316469,1296316094,I Asked You For Life,Open My Eyes,I Adore You,For All You've Done,From The Inside Out,1224703919,0,christian,rock,christian,reggae,christian rock,Caedmon's Call,Relient K,Hillsong,Bob Marley & The Wailers,Building 429,134,97,93,51,45
None,None,0,0,None,12425527,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1221491193,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,17480937,False,5,0,Three Days Grace,Korn,Fair to Midland,The Crystal Method,The Chemical Brothers,1238561367,1238561194,1238561004,1238560110,1238559617,Scared,Freak on a Leash,Dance Of The Manatee,Keep Hope Alive (MSTRKRFT Remix),Leave Home,1238557935,0,Nu Metal,electronic,electronic,alternative rock,Progressive rock,Korn,The Chemical Brothers,The Crystal Method,Three Days Grace,Fair to Midland,1,1,1,1,1
None,None,0,0,,2174667,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1104165447,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,25280838,False,407,0,The Last Shadow Puppets,The Downtown Fiction,The Hoosiers,Stiff Dylans,You Me at Six,1323209862,1323209659,1323209374,1323209125,1323208924,Standing Next to Me,I Just Wanna Run,Goodbye Mr A,Ultraviolet,Stay With Me,1261879849,0,electronic,alternative,Hip-Hop,britpop,alternative,Shiny Toy Guns,Gorillaz,Kid Cudi,Blur,The Good the Bad & the Queen,8,7,7,6,6
None,None,0,0,None,19818544,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1246797771,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
24.0,JP,0,0,f,4803850,True,29,0,Kagrra,Hyde,Hyde,Hyde,Hyde,1164142766,1163859402,1163859139,1163858885,1163701827,mikoto,Lucy in the Sky with Diamonds,Lucy in the Sky with Diamonds,Lucy in the Sky with Diamonds,Lucy in the Sky with Diamonds,1160153131,0,J-rock,J-rock,noise rock,visual kei,visual kei,Hyde,L'Arc~en~Ciel,Melt-Banana,MALICE MIZER,Moi dix Mois,12,11,1,1,1
None,None,0,0,None,27722060,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1268038302,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,14931809,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1231851374,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,5875098,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1173486035,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
39.0,UK,0,0,f,21003558,True,4,0,Magic Sound Fabric,D. Batistatos,Shen,Shakatura,None,1251626988,1251626703,1251626701,1251626055,None,Let It Go,Sparclin Coconuts,peering down gazing up,Midheaven,None,1251624261,0,ambient,psychill,ambient,downtempo,None,Magic Sound Fabric,Shakatura,Shen,D. Batistatos,None,1,1,1,1,None
None,None,0,0,None,15364701,False,39,0,Skid Row,Ugly Kid Joe,Def Leppard,Ratt,Tesla,1234220751,1234220508,1234220263,1234219998,1234219772,Thick Is the Skin,Cats in the Cradle,Animal,Round and Round,Lady Luck,1232992463,0,hard rock,hard rock,heavy metal,hard rock,hard rock,Skid Row,Kiss,W.A.S.P.,L.A. Guns,Deep Purple,3,2,2,2,1
None,None,0,0,,4457760,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1155491884,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,9787620,False,52,1,pootsie,Aleandro Baldi,Patrizio Buanne,Gigliola Cinquetti,Virginio,1219790364,1219790110,1219789956,1219789758,1219789503,Conserve di Abitudini,Gira gira gira,Home To Mamma,Non Ho L'eta' ( Per Amarti ),Senza Limiti,1205356623,0,soul,pop,jazz,pop,rnb,Omar,Rihanna,Spyro Gyra,Britney Spears,Destiny's Child,2,2,1,1,1
None,None,0,0,None,4289484,False,191,0,Aerosmith,MDO,Vico C,Shania Twain,Juanes,1154031232,1154030412,1154029919,1154029679,1154029479,Last Child,Sin Ti,No Es Cuestion De Estar Pegao,Ka-Ching!,D?elo,1153516742,0,pop,rap,pop,latin,latin pop,Janet Jackson,50 Cent,Nelly Furtado,Juanes,Reik,4,4,4,4,4
None,None,0,0,None,12674540,False,422,0,If You Can Afford Me,Katy Perry,Katy Perry,If You Can Afford Me,Katy Perry,1222739703,1222739460,1222739286,1222718623,1222718400,If You Can Afford Me,Hot n Cold,Ur So Gay,If You Can Afford Me,Hot n Cold,1222565745,0,pop,rock,pop,pop,pop,Lily Allen,Maroon 5,Katy Perry,Avril Lavigne,Justin Timberlake,67,48,41,31,27
23.0,DE,0,11,m,6096664,True,29826,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1175786815,0,thrash metal,mashup,rock,german,symphonic metal,Metallica,The White Panda,Linkin Park,Illectronic Rock,Nightwish,701,622,594,408,366
None,None,0,0,None,12755461,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1222898321,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,6433473,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1178924425,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,27442111,False,1,0,Tryo,None,None,None,None,1267290287,None,None,None,None,J'ai trouve des amis,None,None,None,None,1267289992,0,reggae,None,None,None,None,Tryo,None,None,None,None,1,None,None,None,None
None,None,0,0,None,22810366,False,1381,0,Apollo 3,KIT-I,Rihanna,Avril Lavigne,Rihanna,1303346540,1303346369,1303257448,1303256964,1303181629,Superhelden,osen,Rude Boy,My Happy Ending,Fading,1258470033,0,pop,rock,pop,pop,pop,Avril Lavigne,Tokio Hotel,Lady Gaga,The Veronicas,Miley Cyrus,35,32,32,26,26
None,None,0,0,None,22121394,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1256155599,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28.0,FI,0,6,m,10955482,True,9722,1,Danzig,Danzig,Danzig,Danzig,Danzig,1304949927,1304949735,1304949495,1304949185,1304948920,I'm The One,Tired Of Being Alive,Killer Wolf,Snakes Of Christ,Long Way Back From Hell,1214130600,0,Grunge,heavy metal,Grunge,punk rock,Progressive metal,Pearl Jam,Mot?rhead,Nirvana,Green Day,Amorphis,382,334,323,301,238
