age,country,event_count,friend_count,gender,id,image,playcount,playlists,recent_artist1,recent_artist2,recent_artist3,recent_artist4,recent_artist5,recent_date1,recent_date2,recent_date3,recent_date4,recent_date5,recent_track1,recent_track2,recent_track3,recent_track4,recent_track5,registered,subscriber,tag1,tag2,tag3,tag4,tag5,top_artist1,top_artist2,top_artist3,top_artist4,top_artist5,top_count1,top_count2,top_count3,top_count4,top_count5
None,None,0,0,,3130080,False,916,0,Bright Eyes,Bright Eyes,Bright Eyes,Bright Eyes,Bright Eyes,1144452018,1144451736,1144451501,1144451275,1144450958,A Spindle A Darkness A Fever And A Necklace,Haligh Haligh A Lie Haligh,Lover I Don't Have to Love,From A Balance Beam,The Difference In The Shades,1136598586,0,indie,indie,piano rock,indie,alternative rock,Bright Eyes,The Smiths,Jack's Mannequin,The Postal Service,A Perfect Circle,204,101,95,67,45
None,None,0,0,None,8570129,False,1,1,Avril Lavigne,None,None,None,None,1196919168,None,None,None,None,My Happy Ending,None,None,None,None,1196918992,0,pop,None,None,None,None,Avril Lavigne,None,None,None,None,1,None,None,None,None
25.0,DE,0,4,m,8433194,True,741,0,Saxon,Iced Earth,Mercyful Fate,Kiss,Blind Guardian,1344624529,1344624185,1344623902,1344623674,1344623355,Denim and Leather,Dark City,Shadows,Shock Me,The Soulforged,1195733712,0,classic rock,punk rock,Rock and Roll,kabarett,Power metal,Dire Straits,Die ?rzte,Bill Haley,Bodo Wartke,Iced Earth,50,46,45,36,33
None,None,0,0,None,12114194,False,1153,0,Wishbone Ash,Genesis,Syd Barrett,Electric Light Orchestra,Blue ?yster Cult,1234718234,1234717994,1234717785,1234717476,1234717163,Mountainside,Riding the Scree,No Good Trying,Mr. Blue Sky,Monsters,1220177811,0,rock,rock,punk,classic rock,rock n roll,Billy Idol,Sting,Ramones,Dire Straits,Elvis Presley,53,13,13,10,9
None,None,0,0,None,5282129,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1166939539,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,10854456,False,2,0,St. Germain,The Vines,None,None,None,1213324509,1213324143,None,None,None,La Goutte d'Or,Autumn Shade,None,None,None,1213323625,0,chillout,rock,None,None,None,St. Germain,The Vines,None,None,None,1,1,None,None,None
None,None,0,0,None,23308295,False,40,0,Cali Swag District,Yung L.A.,Roscoe Dash,Panic! At the Disco,Chris Brown,1291567872,1291567679,1291567315,1261674842,1261673473,Teach Me How To Dougie,Ain't I (main voc up),All The Way Turnt Up (Jon Wilkes Rock Remix),The Only Difference Between Martyrdom and Suicide Is Press Coverage,Intro,1258587755,0,punk rock,rock,rnb,rap,rock,Green Day,Linkin Park,Chris Brown,Eminem,Kings of Leon,4,3,3,2,2
None,PL,0,1,m,5569635,True,97,0,Samantha James,Chuck Love,Lisa Stansfield,Sistars,Tosca,1277762181,1277761940,1191413848,1191413638,1182082061,Come Through,Long Way Down,People Hold On (The Dirty Rotten Scoundrels Mix),Sk?d ja ci? mam,Honey,1170352621,0,deep house,downtempo,deep house,chillout,chillout,Blue Six,Weekend Players,Miguel Migs,Gaelle,Afterlife,12,8,7,6,5
24.0,BR,0,27,m,5798133,True,8808,1,Freezepop,Klaxons,Ladytron,MGMT,Felix Da Housecat,1242276461,1242276199,1242275931,1242275625,1242275465,Bike Thief,Two Receivers,Predict the Day,Kids,Rocket Ride,1172764691,0,electronic,rock,indie,singer-songwriter,Stoner Rock,Daft Punk,The White Stripes,The Killers,Chad VanGaalen,Queens of the Stone Age,385,337,334,330,276
None,None,0,0,None,24029828,False,4,0,Eric Clapton,The Who,Weezer,Foo Fighters,None,1259371501,1259371119,1259370825,1259370438,None,After Midnight,Baba O'Riley,Simple Pages,All My Life,None,1259328976,0,classic rock,rock,rock,classic rock,None,Eric Clapton,Weezer,Foo Fighters,The Who,None,1,1,1,1,None
None,None,0,0,None,10390552,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1209749102,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,27016057,False,6,0,Parkway Drive,Memphis May Fire,Oh Sleeper,Saosin,Underoath,1322336848,1322336535,1322336137,1322335941,1322335638,Picture Perfect Pathetic,Deuces Las Cruces,World Without A Sun,Finding Home,It's Dangerous Business Walking Out Your Front Door,1266171216,0,screamo,post-hardcore,metalcore,post-hardcore,metalcore,Underoath,Saosin,Parkway Drive,A Skylit Drive,Oh Sleeper,1,1,1,1,1
None,None,0,0,None,16197882,False,1,0,Th?str?m,None,None,None,None,1235249803,None,None,None,None,The Haters,None,None,None,None,1235249109,0,swedish,None,None,None,None,Th?str?m,None,None,None,None,1,None,None,None,None
29.0,MR,0,0,m,10871855,True,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1213467277,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,9628962,True,47,1,Sportfreunde Stiller,Sizzla,Don Carlos,Habakuk,Augustus Pablo,1298888535,1298554132,1298553910,1298553747,1298553558,Wunderbaren Jahren,Solid As A Rock,Sweet Africa,Dylan,Corner Crew Dub,1204311365,0,reggae,reggae,reggae,reggae,indie,Ziggy Marley,Bob Marley,Black Uhuru,Peter Tosh,Kings of Convenience,6,3,3,3,2
None,None,0,0,None,19626248,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1246003600,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,29270279,False,121,0,Tim McGraw,Tim McGraw,Blake Shelton,Rodney Atkins,Dierks Bentley,1373254046,1373239125,1373238888,1373238670,1373238450,If You're Reading This,Don't Take the Girl,Ol' Red,Take A Back Road,Settle For A Slowdown,1272641188,0,country,country,country,classic rock,country,Johnny Cash,Hank Williams,The Highwaymen,Paul McCartney,Blake Shelton,4,4,4,3,3
None,None,0,0,None,13149791,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1224528688,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
32.0,DE,0,0,m,8023923,True,21,0,Dion,Ritchie Valens,Ricky Nelson,Solomon Burke,Wilson Pickett,1207339214,1207339090,1207338781,1207338442,1207338253,The Wanderer,La Bamba,Poor Little Fool,Fast Train,Mustang Sally,1192389395,0,rockabilly,classic rock,blues,punk rock,rockabilly,Eddie Cochran,Led Zeppelin,Fats Domino,The Offspring,Jerry Lee Lewis,1,1,1,1,1
53.0,None,0,0,m,7695921,False,702,1,Neophyte,3 Da Hard Way,Lenny Dee Randy & Tha Sickest Squad,Evil Activities,Neophyte,1197640690,1197640499,1197640177,1197446477,1197446307,Army of Hardcore,Pull the Trigger (Temper Tantrum mix),Boomshakalaka,Bang Bang,Mellow Moenie Mauwe,1189351114,0,hardcore,pumping house,hardcore,mysterious,Ukrainian,Neophyte,XS Project,Evil Activities,[unknown],??????,49,27,19,18,18
None,None,0,0,None,10693877,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1212069918,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15282420,False,1,0,Stachursky,None,None,None,None,1232791588,None,None,None,None,Bez Satysfakcji,None,None,None,None,1232791414,0,pop,None,None,None,None,Stachursky,None,None,None,None,1,None,None,None,None
None,None,0,0,None,13983510,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1227907343,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,17097124,False,6,0,Gary Go,Train,Gary Go,John Legend,Seal,1269439747,1269439460,1269439077,1237475597,1237475299,Refuse To Lose,Hey Soul Sister,Wonderful (Radio Edit),Save Room,Prayer For The Dying,1237474747,0,pop,soul,rock,soul,soul,Gary Go,Seal,Train,John Legend,Jamie Scott,2,1,1,1,1
None,None,0,0,None,16302649,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1235495177,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,22788704,False,391,0,Lloyd,Donell Jones,Lyfe Jennings,Avant,Donell Jones,1267828684,1267828441,1267828194,1267827956,1267827681,Year Of The Lover,Cry,Smile,When It Hurts,Put Me Down,1258463991,0,rap,rap,Grime,rap,Grime,Ja Rule,50 Cent,Wiley,D12,Tinie Tempah,15,15,14,12,11
None,None,0,0,None,17386437,False,29,0,Ill Ni?o,Sepultura,God Forbid,Slayer,Dry Kill Logic,1259633056,1259632971,1259632626,1259632429,1238368734,How Can I Live,Slave New World,Crucify Your Beliefs,Blood Red,Neither Here Nor Missed,1238280815,0,metal,Nu Metal,Nu Metal,Nu Metal,metalcore,System of a Down,Slipknot,Mudvayne,Mushroomhead,Lamb of God,2,2,2,2,2
None,None,0,0,None,20082930,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1247856212,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28.0,CA,0,6,m,3612721,True,15708,0,Jacques Brel,Jacques Brel,Kylesa,Kylesa,Kylesa,1371305801,1371305627,1371078539,1371078289,1371078164,La Valse ? Mille Temps,Les Flamandes,Said And Done,Insomnia For Months,Scapegoat,1145356990,0,french,ska,trip-hop,dub,experimental,Bumcello,Sublime,Nightmares on Wax,Le Peuple de l'Herbe,Buckethead,569,522,319,283,279
None,None,0,0,None,28002219,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1268827685,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,12082884,False,38,0,Antony and the Johnsons,Bloc Party,Blonde Redhead,Cat Power,Devendra Banhart,1220311894,1220311634,1220311353,1220311051,1220310928,Bird Gerhl,Waiting For The 7.18,10 Feet High,Faces,I Like Where I Live,1220032594,0,singer-songwriter,female vocalists,indie,indie,Alt-country,Elliott Smith,Keren Ann,The Stills,CocoRosie,Calexico,3,3,3,3,2
None,None,0,0,None,24431421,False,3,0,A Tribe Called Quest,Johnny Cash & June Carter,Kanye West,None,None,1260148834,1260148108,1260146464,None,None,Buggin' Out,Jackson,Heartless,None,None,1260146236,0,Hip-Hop,Hip-Hop,country,None,None,A Tribe Called Quest,Kanye West,Johnny Cash & June Carter,None,None,1,1,1,None,None
None,None,0,0,None,28936145,False,1170,1,Claudio Monteverdi,Ludwig van Beethoven,Jean-Philippe Rameau,Jan Dismas Zelenka,Franz Schubert,1371516842,1371516548,1371516371,1371516218,1371515981,I bei legami,Symphony No.9 In D Minor 'Choral': 4Th Mvt.,Ouverture,21. Chorus Angelorum (En prompti ad mandata),"Fantaisie en Ut majeur ""WANDERER"" D760. presto",1271546360,0,indie,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,19672506,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1246189210,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,10563827,False,67,1,Sex Pistols,Hammerfall,Ozzy Osbourne,Canned Heat,Marit Bergman,1212519956,1212519743,1211570310,1211569596,1211568798,My Way,Stronger Than All,Crazy Train (Live at Budokan),Keep It to Yourself,My Love,1211107246,0,punk,classic rock,swedish,classic rock,heavy metal,Ebba Gr?n,ZZ Top,Th?str?m,Supertramp,Ozzy Osbourne,16,8,6,5,4
None,None,0,0,,3005376,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1133789878,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,9629169,False,1,0,Young Knives,None,None,None,None,1204313877,None,None,None,None,The Decision,None,None,None,None,1204312212,0,indie,None,None,None,None,Young Knives,None,None,None,None,1,None,None,None,None
None,None,0,0,None,8050850,False,63,1,Agoria,Thomas Schumacher,Steve Bug,Extrawelt,John Dahlb?ck,1198665287,1198665026,1198664162,1198663609,1198662970,Lips on Fire,Tainted Schall (Instrumental/Radio Edit),At the Front,Titelheld (FSK 18),Everywhere (Elvis Benait Remix),1192637005,0,minimal,minimal,minimal,minimal,minimal,Mathew Jonson,Extrawelt,Sascha Funke,Superpitcher,John Tejada,4,3,2,2,2
None,None,0,0,None,14323562,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1229470135,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,17597083,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1238942853,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,21753690,False,1,0,Brandy,None,None,None,None,1254723204,None,None,None,None,Almost Doesn't Count,None,None,None,None,1254723104,0,rnb,None,None,None,None,Brandy,None,None,None,None,1,None,None,None,None
None,None,0,0,None,9728336,False,130,1,Sophie Milman,Eliane Elias,Shirley Horn,Tomasz Sta?ko,Voo Voo,1243362354,1243362098,1243361912,1243361244,1243360998,People Will Say We're In Love,Segredos (Secrets),The Good Life,Mademoiselle 'Ka',Puszcza,1204980874,0,jazz,jazz,jazz,jazz,jazz,Diana Krall,Norah Jones,Jamie Cullum,Stacey Kent,Ray Charles,9,8,7,5,4
None,None,0,0,None,23293424,False,203,0,Creed,Tantric,10 Years,Trillville,Eminem,1258817721,1258768822,1258764787,1258761224,1258759823,Overcome,Why Don't You,So Long Good-bye,Weakest Link,The Real Slim Shady,1258583783,0,heavy metal,metal,rap,Hip-Hop,metal,Iron Maiden,Disturbed,Trillville,2 Pistols,System of a Down,5,5,5,5,4
None,None,0,0,,6761108,False,6,0,Elan,Bounty Killer,Turbulence,Rokia Traor?,Judith Sephuma,1181426679,1181423993,1181423777,1181423357,1181423022,Linen,Dead This Time,Difference,Mariama,Le Tshephile Mang,1181424624,0,dancehall,african,reggae,slovak,african,Bounty Killer,Rokia Traor?,Turbulence,Elan,Toumani Diabat?,1,1,1,1,1
None,None,0,0,None,19924679,False,28,0,Incubus,Chris Cornell,3 Doors Down,Weezer,Queens of the Stone Age,1247233124,1247232908,1247232682,1247232526,1247232338,"Pardon Me (Live ""Bootleg"" Version-Osaka Japan)",Arms Around Your Love,Here Without You,Island in the Sun,Go With the Flow,1247223637,0,Grunge,rock,rock,rock,Grunge,Nirvana,Incubus,U2,Red Hot Chili Peppers,Soundgarden,2,2,1,1,1
40.0,NL,0,0,m,10996887,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1214440971,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,26923156,False,9,0,Bill Withers,Gang Starr,Flobots,The Pharcyde,A Tribe Called Quest,1268584494,1266666534,1266666257,1266665952,1266665706,Ain't No Sunshine,Work,Mayday!!!,Passing Me By,Sucka Nigga,1265929600,0,soul,Hip-Hop,Hip-Hop,Hip-Hop,soul,Bill Withers,The Pharcyde,Gang Starr,Eve,Michael McDonald,2,1,1,1,1
25.0,US,0,50,f,3654841,True,41128,0,Purity Ring,Purity Ring,Purity Ring,Purity Ring,Purity Ring,1352500574,1352500301,1352500094,1352499925,1352499715,Cartographist,Grandloves,Amenamy,Ungirthed,Fineshrine,1145989127,0,alternative,indie,indie,folk,indie,Radiohead,Sufjan Stevens,The Blow,Devendra Banhart,The Decemberists,1331,876,772,712,706
None,None,0,0,None,29893629,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1274714557,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,25996426,False,7,0,Sugarland,John Denver,Darius Rucker,Seals & Crofts,Dan Fogelberg,1263671354,1263671038,1263670773,1263574762,1263573433,All I Want To Do,Thank God I'm a Country Boy,Alright,Summer Breeze (Album Version),Same Old Lang Syne,1263572199,0,punk rock,country,singer-songwriter,country,country,Green Day,John Denver,Dan Fogelberg,Darius Rucker,Brad Paisley,1,1,1,1,1
None,None,0,0,None,28306824,False,2321,1,Billy Currington,Alan Jackson,Easton Corbin,Kenny Chesney,Jason Aldean,1313610875,1313610725,1313610550,1313609279,1313609037,I Got A Feelin',Chattahoochee,A Little More Country Than That,Fall In Love,I Break Everything I Touch,1269710996,0,folk,bluegrass,rap,Hip-Hop,folk,The Avett Brothers,Old Crow Medicine Show,Lil' Wayne,Kid Cudi,Blind Pilot,61,43,35,30,28
None,None,0,0,None,24485799,False,1048,1,Rhian Ayanna,L'Renee,Brenda & The Tabulations,Major Harris,Gina Green,1372828691,1372828378,1372828119,1372827883,1372573087,Words,With Or Without Me,Right On The Tip Of My Tongue,Major Harris Livings Easy Now,true love,1260290901,0,Neo-Soul,Neo-Soul,soul,rnb,soul,Eric Roberson,Darien Brockington,Kindred The Family Soul,Mint Condition,Musiq,32,30,28,22,18
None,None,0,0,None,12512643,False,9,0,Jimi Hendrix,Jimi Hendrix,Jimi Hendrix,Jimi Hendrix,Jimi Hendrix,1223655495,1223549006,1223404847,1223401875,1222525096,Voodoo Child,Voodoo Child,Voodoo Child,Voodoo Child,Voodoo Child,1221855850,0,classic rock,None,None,None,None,Jimi Hendrix,None,None,None,None,9,None,None,None,None
None,None,0,0,,2486993,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1118235842,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,22169107,False,1385,0,Toque no Altar,Vai Vai Jonas! - Amiguinhos de Jesus,Vai Vai Jonas! - Amiguinhos de Jesus,Vai Vai Jonas! - Amiguinhos de Jesus,Vai Vai Jonas! - Amiguinhos de Jesus,1256495159,1256382965,1256382783,1256382675,1256382454,Viver Pra Ti,01 - A B?blia ? o Livro do Amor,17 - Vamos Pregar!,16 - Encena??o 10,15 - Sem Amor,1256322487,0,soul,mpb,gospel,gospel,cabo verde,Alicia Keys,Djavan,Aline Barros,Minist?rio Apascentar De Nova Igua?u,Ildo Lobo,102,76,71,59,54
None,None,0,0,None,4013938,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1150483495,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
28.0,AU,0,1,f,7815301,True,90,0,Azari & III,Jessica 6,The Dead Weather,Karen O and the Kids,The Kills,1340278979,1340278737,1340278530,1340278364,1340278140,Reckless (With Your Love),Good To Go,Bone House,Capsize,Tape Song,1190402899,0,jazz,soul,jazz,blues,blues,Ella Fitzgerald,Otis Redding,Dinah Washington,Etta James,Bessie Smith,2,2,2,2,2
None,None,0,0,None,3585097,False,37,0,Phantom Planet,Black Eyed Peas,The Academy Is...,The Strokes,Switchfoot,1144863749,1144863553,1144863321,1144863106,1144862910,California,A8,Season,Take It or Leave It,Learning To Breathe,1144850649,0,electronic,new wave,trip-hop,idm,electronic,Bj?rk,New Order,Massive Attack,Autechre,Prefuse 73,1,1,1,1,1
None,None,0,0,None,3532753,False,32,0,Alicia Keys,Craig David,Boyz II Men,Mario Winans,Craig David,1145091434,1145090794,1145090700,1145089607,1145089202,Caged Bird,Don't Love You No More (I'm Sorry) (Snippet),Close The Door,Turn Around,Four Times a Lady,1143888503,0,rap,rnb,soul,rnb,rap,Ludacris,Craig David,Alicia Keys,Boyz II Men,DMX,4,3,2,2,1
None,None,0,0,None,22485840,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1257382675,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,14667289,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1231166425,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,2,None,21921386,False,19003,0,Filip & Fredrik,Chelsea Grin,Chelsea Grin,Chelsea Grin,Chelsea Grin,1357817303,1346410615,1346410219,1346409978,1346409697,Avsnitt 123,Sonnet of the Wretched,S.H.O.T.,Lilith,The Second Coming,1255368217,0,deathcore,metalcore,metalcore,deathcore,metalcore,The Red Shore,August Burns Red,Architects,Bring Me the Horizon,Parkway Drive,2932,1240,730,726,705
None,None,0,0,None,15943715,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1234548338,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,11125586,False,2,0,Juanes,Shakira,None,None,None,1215508013,1215507798,None,None,None,Volverte A Ver,LY-O-LAY-ALE-LOYA,None,None,None,1215507526,0,pop,latin,None,None,None,Shakira,Juanes,None,None,None,1,1,None,None,None
None,None,0,0,None,13148700,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1224525947,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,11771531,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1218577497,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,5110269,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1164639911,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,18653122,False,1,0,Jana Hunter,None,None,None,None,1242391036,None,None,None,None,Palms,None,None,None,None,1242390989,0,folk,None,None,None,None,Jana Hunter,None,None,None,None,1,None,None,None,None
None,None,0,0,None,10602591,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1211383662,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
19.0,US,0,21,f,9958072,True,101533,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1206498357,0,pop punk,rock,indie,pop punk,pop punk,All Time Low,My Chemical Romance,Death Cab for Cutie,Mayday Parade,Cobra Starship,8913,7185,6962,6928,4324
None,None,0,0,None,3290549,False,7,0,Eels,Lenny Kravitz,Green Day,The Rasmus,Incubus,1141309420,1139245966,1139245651,1139245390,1139245194,Dog Faced Boy,My Precious Love,Boulevard of Broken Dreams,Funeral Song,Under My Umbrella,1139243306,0,rock,rock,indie,punk rock,rock,Lenny Kravitz,U2,Eels,Green Day,Incubus,1,1,1,1,1
None,None,0,0,None,9921952,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1206275111,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,28282663,False,203,0,Pearl Jam,Faith No More,Deftones,Audioslave,Red Hot Chili Peppers,1310139862,1310139658,1310139398,1310139099,1310138832,Porch,From Out of Nowhere,Minerva,Gasoline,Under the Bridge,1269639830,0,rock,rock,pop punk,rock,Rock en Espanol,Panda,Delux,Allison,Liquits,Jaguares,10,10,7,7,6
None,None,0,0,None,23262748,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1258575080,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,26327917,False,44,0,Cock Robin,The Hooters,Murray Head,Desireless,Opus,1264404761,1264404589,1264404365,1264404339,1264392143,When Your Heart Is Weak,Karla With a K,One Night in Bangkok,Voyage Voyage,Flyin' High,1264389478,0,celtic,new age,pop,female vocalists,pop,John Kelly & Maite Itoiz,Andru Donalds,C?line Dion,Vaya Con Dios,Natural,4,3,3,2,2
None,None,0,0,None,20172194,False,16,0,P.O.D.,P.O.D.,P.O.D.,P.O.D.,P.O.D.,1248206920,1248206785,1248206680,1248206440,1248206215,Satellite,Celestial,Ghetto,Youth of the Nation,Alive,1248203995,0,Nu Metal,symphonic metal,None,None,None,P.O.D.,Epica,None,None,None,11,5,None,None,None
None,None,0,0,None,8204316,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1193865062,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
