age,country,event_count,friend_count,gender,id,image,playcount,playlists,recent_artist1,recent_artist2,recent_artist3,recent_artist4,recent_artist5,recent_date1,recent_date2,recent_date3,recent_date4,recent_date5,recent_track1,recent_track2,recent_track3,recent_track4,recent_track5,registered,subscriber,tag1,tag2,tag3,tag4,tag5,top_artist1,top_artist2,top_artist3,top_artist4,top_artist5,top_count1,top_count2,top_count3,top_count4,top_count5
None,None,0,0,None,17194749,False,1,0,Tet? Esp?ndola,None,None,None,None,1237749083,None,None,None,None,Escrito Nas Estrelas,None,None,None,None,1237749150,0,brazilian,None,None,None,None,Tet? Esp?ndola,None,None,None,None,1,None,None,None,None
None,US,0,0,m,14103108,True,1,0,DJ Z-Trip,None,None,None,None,1228438672,None,None,None,None,U Can Get With Discs Or U Can Get With Dat,None,None,None,None,1228438592,0,turntablism,None,None,None,None,DJ Z-Trip,None,None,None,None,1,None,None,None,None
None,None,0,0,None,15639277,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1233712580,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15401173,False,4,0,Darwin Deez,Klaxons,Gorillaz,The Smiths,None,1290693224,1290693032,1290692611,1290692407,None,Radar Detector,Golden Skans,On Melancholy Hill,William It Was Really Nothing,None,1233084277,0,indie,alternative,new rave,indie,None,The Smiths,Gorillaz,Klaxons,Darwin Deez,None,1,1,1,1,None
None,None,0,0,None,18493621,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1241810482,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,13090904,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1224276686,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,8088979,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1192942118,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,21537885,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1253823826,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,28136057,False,2,0,Phil Bensen,Phil Bensen,None,None,None,1269208654,1269208346,None,None,None,LA This Time,LA This Time,None,None,None,1269207887,0,indie,None,None,None,None,Phil Bensen,None,None,None,None,2,None,None,None,None
None,None,0,0,None,23130740,False,6,0,Billy Talent,The Offspring,Pinhead Gunpowder,Green Day,Plain White T's,1259099683,1259099479,1259099370,1259099140,1258695246,Devil In A Midnight Mass,Want You Bad,Cabot Gal (Album Version),Letterbomb,Come Back To Me,1258513800,0,punk rock,punk rock,punk rock,indie,punk rock,Green Day,The Offspring,blink-182,Plain White T's,Pinhead Gunpowder,1,1,1,1,1
None,None,0,0,None,5497158,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1169536736,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,18903714,False,2,1,Luz Da ?sia,Nicholas Gunn,None,None,None,1271193928,1250616635,None,None,None,Light Wings,Earth Story,None,None,None,1243275998,0,new age,brazil,None,None,None,Nicholas Gunn,Luz Da ?sia,None,None,None,1,1,None,None,None
None,None,0,0,None,25662814,False,1,0,Nirvana,None,None,None,None,1265004335,None,None,None,None,Big Cheese,None,None,None,None,1262758757,0,Grunge,None,None,None,None,Nirvana,None,None,None,None,1,None,None,None,None
None,None,0,0,,6489185,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1179374643,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,7463512,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1187786071,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,24291122,False,4,0,Sagarroi,Barrio Zumba,La Pegatina,Che Sudaka,None,1259851228,1259851065,1259850820,1259850587,None,Sagarroiak,Fucho Chivas,Alosque,La Cacerola,None,1259850447,0,ska,ska,mexico,rumba,None,Che Sudaka,Sagarroi,Barrio Zumba,La Pegatina,None,1,1,1,1,None
None,None,0,0,,7517464,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1187865984,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,,2227985,False,26,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1106210329,0,alternative,punk,britpop,electronic,jazz,Radiohead,Bad Religion,Suede,Depeche Mode,Frank Sinatra,2,2,1,1,1
None,None,0,0,None,9640542,False,213,1,Michelle Branch,David Gilmour,David Gilmour,Kansas,Dido,1229285716,1229285712,1229285030,1229285020,1229284779,You Get Me,The Blue,The Blue,Dust in the Wind,Thankyou,1204390583,0,pop,new age,celtic,new age,female vocalists,Dido,Enigma,Clannad,Adiemus,Sarah Brightman,8,8,8,8,7
None,None,0,0,None,5744005,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1172194603,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,28841907,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1271264725,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,16326865,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1235555229,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,,2877475,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1130647258,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,22106599,True,16,0,Stroke 9,Aliz?e,Broken Social Scene,Band of Horses,The Go-Go's,1287037948,1266893084,1263189471,1263114824,1263114591,Kick Some Ass,Gourmandises,7/4 (Shoreline),Is There a Ghost,We Got the Beat,1256099656,0,hard rock,classic rock,classic rock,indie,classic rock,Def Leppard,Queen,Eagles,Death Cab for Cutie,Dire Straits,2,1,1,1,1
None,None,0,0,None,4608011,False,7782,0,This Will Destroy You,Bear McCreary,Red Snapper,Nightmares on Wax,Rae & Christian,1222600885,1222599817,1222367421,1222366913,1222366496,Grandfather Clock,Prologue,Some Kind of Kink,Dread Overboard (DJ Food Life Saver mix),Swimming Pool,1157442607,0,classic rock,rock,russian rock,russian rock,russian rock,The Beatles,U2,????,?????,????????,353,237,158,133,116
None,None,0,0,None,11446110,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1217065038,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15031139,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1232101914,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,4623356,False,467,0,?????????,????????,???????,??????? ????,The Prodigy,1167206643,1167206273,1167206055,1167205853,1167205635,Kogda NET deneg,Poezd-V-Ogne,Mazhornyj-Rock-N-Roll,Devochka Letom,One Love,1157652119,0,Nu Metal,punk rock,ska,alternative,Progressive metal,Korn,The Offspring,?????????,7000$,Tool,9,9,9,9,8
None,None,0,0,None,17544414,False,1,0,Dildo,None,None,None,None,1340126558,None,None,None,None,Por Siempre,None,None,None,None,1238770563,0,rock,None,None,None,None,Dildo,None,None,None,None,1,None,None,None,None
None,None,0,0,None,26175273,False,510,1,No Fun At All,Pulley,Guttermouth,Pennywise,Rancid,1268850622,1268850447,1268850310,1268850155,1268850007,I Am Wrong and I Am Right,A Bad Reputation,Contribution,Wouldn't It Be Nice,The 11th Hour,1264001548,0,punk,punk,post-hardcore,emo,punk,The Bouncing Souls,Hot Water Music,Polar Bear Club,The Get Up Kids,The Riot Before,21,19,17,15,14
None,None,0,0,,2190283,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1104884398,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15074511,False,1156,1,Good Charlotte,Three Days Grace,Breaking Benjamin,Stone Sour,Lostprophets,1284815219,1284814955,1284814902,1284814605,1284814416,Lifestyles of the Rich and Famous,Get Out Alive,Intro,Through Glass,It's Not the End of the World But I Can See It From Here,1232209777,0,german,indie,post-hardcore,rock,rock,Clueso,The Kooks,A Day to Remember,Jimmy Eat World,Foo Fighters,73,62,55,54,46
None,None,0,0,None,16254753,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1235385302,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,5663632,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1171393507,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,12256209,False,9,1,Within Temptation,Epica,Nightwish,Crossfade,Staind,1221931708,1221931403,1221931116,1221930793,1221930554,Hand of Sorrow,Illusive Consensus,Nemo,Starless,How About You,1220779879,0,symphonic metal,Nu Metal,rock,hard rock,alternative metal,Nightwish,Drowning Pool,Staind,Saliva,Sevendust,2,1,1,1,1
None,None,0,0,None,20685955,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1250306788,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,18797668,False,34,0,Wayne Watson,Point Of Grace,Michael Card,Steve Green,Karan Casey,1286572028,1286571757,1286571632,1286571419,1286563640,When God'S People Pray,Who Am I?,The Gentle Healer,Indescribable,The Yellow Furze,1242913039,0,celtic,folk,celtic,celtic,folk,Lisa Kelly,Karan Casey,Meav Ni Mhaolchatha,Pamela Morgan,Heather Dale,4,3,3,2,2
None,None,0,0,None,10359213,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1209505345,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,20826203,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1250891054,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,17477545,False,0,1,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1238542813,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,6490844,False,23,0,Copacabana Club,Yelle,The Ting Tings,De/Vision,Mesh,1307783231,1307782990,1307782847,1305391354,1305390204,Come Back,A Cause Des Gar?ons,Shut Up and Let Me Go,Obsolete,The Trouble We're In,1179397083,0,synthpop,synthpop,darkwave,80s,synthpop,Mesh,Beborn Beton,Clan of Xymox,Alphaville,Psyche,2,1,1,1,1
None,None,0,0,None,15816306,False,3,0,Nynaeve,Lichtenfels,JX,None,None,1234194344,1234194128,1234193857,None,None,Op De Pier Van IJmuiden (feat. KC & Bibianne),Sounds Like A Melody - Original Radio Edit,There's Nothing I Won't Do,None,None,1234193062,0,dance,trance,Drum and bass,None,None,JX,Lichtenfels,Nynaeve,None,None,1,1,1,None,None
None,None,0,0,None,11624167,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1217856717,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,8416091,True,1,0,Peter Gabriel,None,None,None,None,1195633093,None,None,None,None,Lead A Normal Life,None,None,None,None,1195575920,0,Progressive rock,None,None,None,None,Peter Gabriel,None,None,None,None,1,None,None,None,None
None,None,0,0,None,28309577,False,7,0,Johnny Cash,The xx,Kit Thomas,Them Crooked Vultures,Mr. Oizo,1270285179,1269717855,1269717719,1269717485,1269717394,I've Been Everywhere,Basic Space,Hello,Dead End Friends,Intra,1269716426,0,country,electronic,electronic,boring,electronic,Johnny Cash,Out Hud,Mr. Oizo,Kit Thomas,The Juan Maclean,1,1,1,1,1
None,None,0,0,None,15035038,False,1566,0,Seal,Seal,Seal,Seal,Seal,1292200129,1292199885,1292199646,1292199379,1292199177,If I'm Any Closer,Big Time,Letting Go,You Get Me,Secret,1232111588,0,female vocalists,female vocalists,female vocalists,soul,pop,Anna Nalick,Colbie Caillat,Erin McCarley,Seal,Mandy Moore,226,112,92,74,71
None,None,0,0,None,17885992,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1239868627,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,18838559,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1243052236,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,25838995,False,3,0,Lady Gaga,Kid Cudi,Gucci Mane,None,None,1263963046,1263962801,1263962702,None,None,Fashion,Heart Of A Lion (Kid Cudi Theme Music),Independent Balling Like A Major #2,None,None,1263163770,0,rap,pop,Hip-Hop,None,None,Gucci Mane,Lady Gaga,Kid Cudi,None,None,1,1,1,None,None
None,None,0,0,None,12315141,False,7,0,Caspian,Explosions in the Sky,God Is An Astronaut,Mono,65daysofstatic,1330959615,1330957583,1301264287,1301263680,1301263579,Moksha,Magic Hours,A Deafening Distance,The Battle To Heaven,Another Code Against the Gone,1221017930,0,post-rock,post-rock,post-rock,post-rock,rap,Caspian,Mono,Explosions in the Sky,65daysofstatic,Lil' Wayne,2,1,1,1,1
None,None,0,0,None,19948739,False,17,0,ABBA,Kim Wilde,Sugababes,Britney Spears,Taylor Dayne,1247564326,1247480264,1247477537,1247477329,1247477013,Mamma Mia,Cambodia,Too Lost in You,Stronger,Tell It to My Heart,1247326786,0,pop,dance,pop,pop,pop,Britney Spears,Gathania,Madonna,Sugababes,Simply Red,2,2,1,1,1
None,None,0,0,None,19138911,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1244143179,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,22521244,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1257532385,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,9661919,False,34,1,Duran Duran,Saint Etienne,Cocoa Brovaz,Al Green,ABBA,1241540963,1241540072,1241539022,1221742930,1221738698,Ordinary World,Hug My Soul,Get Up,Let's Stay Together,The Winner Takes It All,1204523840,0,80s,new wave,80s,rock,rock,a-ha,Blondie,Cyndi Lauper,Billy Idol,David Bowie,2,2,2,1,1
None,None,0,0,None,18292564,False,2,0,Cris Aflalo,Novo Tempo,None,None,None,1241124313,1241123846,None,None,None,Cana caiana,carmo (brick & piknik remix),None,None,None,1241123595,0,nu jazz,brasil,None,None,None,Novo Tempo,Cris Aflalo,None,None,None,1,1,None,None,None
None,None,0,0,None,24841687,False,4,0,legend of zelda,???,Kenta Nagata Hajime Wakai Toru Minegishi Koji Kondo,????,None,1261014751,1260987452,1260987368,1260987272,None,Saria's Song (Ocarina of Time),The Opened Way ~Battle with the Colossus~,Menu Selection,Hyrule Castle,None,1260986685,0,video game music,video game music,Soundtrack,video game music,None,legend of zelda,Kenta Nagata Hajime Wakai Toru Minegishi Koji Kondo,???,????,None,1,1,1,1,None
None,None,0,0,None,5652972,False,32,1,Robbie Williams,Limp Bizkit,Led Zeppelin,U2,Evanescence,1171302895,1171302717,1171302502,1171302208,1171301996,Do Nothin' 'Till You Hear from Me,Just Like This,Gallows Pole,Trip Through Your Wires,My Immortal,1171293903,0,rock,classic rock,Nu Metal,rock,britpop,Billy Idol,The Rolling Stones,Limp Bizkit,U2,Oasis,1,1,1,1,1
26.0,BR,0,0,m,22242731,True,8493,1,Daniel,Guto E Nando,Milion?rio & Jos? Rico,Zez? Di Camargo & Luciano,Jorge & Mateus Ao Vivo 2009  www.AGITOUNAI.com.br As Melhores M?sicas Voc? Encontra Aqui,1256507112,1256506953,1256504527,1256504298,1256471823,Quebradeira,A CASA FICOU PEQUENA,Vinte Anos (Veinte Anos),Que Vontade De Te Amar,15.louca_paixao,1256474383,0,sertanejo,sertanejo,sertanejo,sertanejo,jorge e mateus,Jorge & Mateus,Fernando & Sorocaba,Jo?o Bosco & Vin?cius,Zez? Di Camargo & Luciano,Jorge & Mateus Ao Vivo 2009  www.AGITOUNAI.com.br As Melhores M?sicas Voc? Encontra Aqui,557,436,397,350,318
None,None,0,0,None,19296944,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1244721451,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,13965252,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1227819499,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,16617552,False,237,0,St. Germain,Club des Belugas,Heaven 17,Nelly Furtado,Thunderball,1243851999,1243851658,1243851452,1243851200,1243850914,My Mama Said,Gadda Rio,This Is Mine,Say It Right,Vai Vai,1236268649,0,pop,downtempo,downtempo,lounge,downtempo,Sugababes,DZihan & Kamien,Minus 8,De-Phazz,Boozoo Bajou,10,6,6,6,6
None,None,0,0,None,22043997,False,1,1,Kings of Leon,None,None,None,None,1255867109,None,None,None,None,Sex on Fire,None,None,None,None,1255861014,0,rock,None,None,None,None,Kings of Leon,None,None,None,None,1,None,None,None,None
None,None,0,0,None,10760273,False,2,2,Flow,D,None,None,None,1220346691,1219226127,None,None,None,Rape Me,Firspk,None,None,None,1212589482,0,J-rock,visual kei,None,None,None,Flow,D,None,None,None,1,1,None,None,None
None,None,0,0,None,17072439,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1237398810,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
25.0,AU,0,2,f,6500483,True,29,0,*NSYNC,Fall Out Boy,My Chemical Romance,Jamelia,Marilyn Manson,1179496920,1179496713,1179496570,1179496381,1179496182,Pop(Radio Edit),My Heart Is the Worst Kind of Weapon,Cancer,Beware Of The Dog,Tainted Love,1179470593,0,industrial,punk rock,pop punk,australian,metal,Marilyn Manson,Good Charlotte,Fall Out Boy,Toby Rand,System of a Down,2,2,2,2,1
None,None,0,0,None,13109673,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1224359288,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,4,None,16862594,True,659,0,Michael Rabin,P!nk,Shiota Guitar DUO,Sidney Bechet,Blackfield,1241427152,1241426224,1241425459,1241424997,1241424335,24 Caprices Op. 1 (2003 Digital Remaster): No.9 in E (2003 Digital Remaster),Family Portrait,Famoso,Muskrat Ramble,Glow,1236861177,0,violin,female vocalists,jazz,violin,spanish guitar,Diana Netchaeva,Kate Bush,Charlie Haden & Gonzalo Rubalcaba,Maxim Vengerov,Anthony Ocana,78,5,5,4,4
None,None,0,0,None,13986681,False,1,0,Todd Edwards,None,None,None,None,1227920948,None,None,None,None,The Dream,None,None,None,None,1227920589,0,House,None,None,None,None,Todd Edwards,None,None,None,None,1,None,None,None,None
54.0,None,0,0,None,8946617,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1200176452,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
21.0,ES,0,1,m,15778423,True,4357,0,Zero Assoluto,Zero Assoluto,Jorge Drexler,Jay Sean,Jay Sean,1274192956,1274192572,1274192242,1274123809,1274123595,Semplicemente,Semplicemente,Jorge Drexler - Las transe?ntes,Fire,Stay,1234095391,0,rnb,Soundtrack,alternative rock,pop,country,Ne-Yo,Disney,12 Stones,Katy Perry,Taylor Swift,181,152,139,136,130
18.0,US,0,1,f,23853795,True,184,0,A Rocket to the Moon,The Rocket Summer,The Downtown Fiction,The Maine,Mayday Parade,1311082501,1311082284,1311082088,1311081840,1311081593,shhh.. Just listEn :),Waiting,Best I Never Had,Into Your Arms,Your Song,1259034386,0,emo,pop punk,pop punk,alternative rock,pop punk,The Red Jumpsuit Apparatus,Boys Like Girls,The Audition,Flyleaf,Mayday Parade,6,6,5,5,5
None,None,0,0,None,16464969,False,92,0,DJ Zinc,Distorted Minds,Danny Byrd,The Prodigy,Moving Fusion,1249487972,1249487604,1249487226,1249486908,1249486543,Bring The Danger,We Can't Stop,Soul Function,Warrior's Dance,Thunderball,1235900282,0,german,german,german,hip hop,hip hop,Fettes Brot,Nico Suave,Blumentopf,Absolute Beginner,Samy Deluxe,5,5,4,4,4
None,None,0,0,None,16916400,False,1,0,Los Nuevos Rebeldes,None,None,None,None,1236986435,None,None,None,None,Alma Gemela,None,None,None,None,1236986127,0,corridos,None,None,None,None,Los Nuevos Rebeldes,None,None,None,None,1,None,None,None,None
None,None,0,0,None,22004174,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1255697739,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,15659214,True,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1233772527,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
None,None,0,0,None,26429892,False,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,1264684943,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
